Año,Mes,Fecha y hora,Dia de la semana,Comuna/Corregimiento,Area del Hecho,Clase de Area Hecho,Genero,Edad,Mecanismo Muerte,Evento relacionado con el hecho
2013,8,2013-08-22T23:00:00.000,jueves,6,Zona urbana,Espacio o Vía Pública,Masculino,18,Arma de Fuego,Violencia impulsiva o expresiva
2013,8,2013-08-31T23:20:00.000,sábado,4,Zona urbana,Espacio o Vía Pública,Masculino,28,Arma de Fuego,Violencia impulsiva o expresiva
2013,8,2013-08-31T03:25:00.000,sábado,4,Zona urbana,Vivienda,Masculino,43,Arma Contundente,Violencia impulsiva o expresiva
2013,9,2013-09-05T12:45:00.000,jueves,6,Zona urbana,Espacio o Vía Pública,Masculino,35,Arma de Fuego,Violencia impulsiva o expresiva
2013,9,2013-09-12T06:07:00.000,jueves,8,Zona urbana,Vivienda,Masculino,76,Arma de Fuego,Violencia instrumental
2013,9,2013-09-16T09:48:00.000,lunes,4,Zona urbana,Otro Lugar,Masculino,74,Arma de Fuego,Violencia instrumental
2013,9,2013-09-20T22:30:00.000,viernes,8,Zona urbana,Espacio o Vía Pública,Masculino,16,Arma de Fuego,Violencia impulsiva o expresiva
2013,9,2013-09-22T18:12:00.000,domingo,6,Zona urbana,Espacio o Vía Pública,Masculino,42,Arma de Fuego,Violencia impulsiva o expresiva
2013,9,2013-09-27T15:00:00.000,viernes,Aipecito,Zona Rural,Finca o Campo Abierto,Masculino,55,Arma de Fuego,Violencia impulsiva o expresiva
2013,9,2013-09-28T11:45:00.000,sábado,6,Zona urbana,Espacio o Vía Pública,Masculino,21,Arma de Fuego,Violencia impulsiva o expresiva
2013,10,2013-10-06T00:20:00.000,domingo,5,Zona urbana,Espacio o Vía Pública,Masculino,47,Arma de Fuego,Violencia instrumental
2013,10,2013-10-06T21:35:00.000,domingo,6,Zona urbana,Vivienda,Masculino,60,Arma de Fuego,Violencia impulsiva o expresiva
2013,10,2013-10-07T11:00:00.000,lunes,8,Zona urbana,Espacio o Vía Pública,Masculino,22,Arma de Fuego,Violencia impulsiva o expresiva
2013,10,2013-10-22T15:30:00.000,martes,9,Zona urbana,Espacio o Vía Pública,Masculino,25,Arma Blanca,Violencia impulsiva o expresiva
2013,10,2013-10-27T06:15:00.000,domingo,1,Zona urbana,Vivienda,Masculino,20,Arma de Fuego,Violencia impulsiva o expresiva
2013,11,2013-11-03T00:20:00.000,domingo,7,Zona urbana,Espacio o Vía Pública,Masculino,22,Arma de Fuego,Violencia instrumental
2013,11,2013-11-05T20:00:00.000,martes,2,Zona urbana,Espacio o Vía Pública,Masculino,33,Arma de Fuego,Violencia impulsiva o expresiva
2013,11,2013-11-07T15:00:00.000,jueves,6,Zona urbana,Espacio o Vía Pública,Masculino,18,Arma de Fuego,Violencia impulsiva o expresiva
2013,11,2013-11-09T18:10:00.000,sábado,6,Zona urbana,Espacio o Vía Pública,Masculino,26,Arma de Fuego,Violencia impulsiva o expresiva
2013,11,2013-11-10T05:00:00.000,domingo,10,Zona urbana,Espacio o Vía Pública,Masculino,22,Arma de Fuego,Violencia impulsiva o expresiva
2013,12,2013-12-03T08:15:00.000,martes,8,Zona urbana,Espacio o Vía Pública,Masculino,27,Arma de Fuego,Violencia impulsiva o expresiva
2013,12,2013-12-09T14:20:00.000,lunes,5,Zona urbana,Vivienda,Masculino,49,Arma Blanca,Violencia impulsiva o expresiva
2013,12,2013-12-15T07:49:00.000,domingo,10,Zona urbana,Espacio o Vía Pública,Masculino,31,Arma Blanca,Violencia impulsiva o expresiva
2013,12,2013-12-19T05:00:00.000,jueves,8,Zona urbana,Espacio o Vía Pública,Masculino,49,Arma Blanca,Violencia impulsiva o expresiva
2013,12,2013-12-25T19:30:00.000,miércoles,6,Zona urbana,Espacio o Vía Pública,Masculino,32,Arma de Fuego,Violencia impulsiva o expresiva
2013,12,2013-12-25T03:05:00.000,miércoles,9,Zona urbana,Espacio o Vía Pública,Masculino,66,Arma Blanca,Violencia impulsiva o expresiva
2013,12,2013-12-29T23:10:00.000,domingo,6,Zona urbana,Vivienda,Femenino,29,Arma de Fuego,Violencia impulsiva o expresiva
2013,12,2013-12-31T22:45:00.000,martes,9,Zona urbana,Espacio o Vía Pública,Masculino,19,Arma de Fuego,Violencia instrumental
2013,12,2013-12-31T16:05:00.000,martes,9,Zona urbana,Espacio o Vía Pública,Masculino,20,Arma de Fuego,Violencia impulsiva o expresiva
2014,1,2014-01-04T18:00:00.000,sábado,6,Zona urbana,Espacio o Vía Pública,Masculino,20,Arma de Fuego,Violencia impulsiva o expresiva
2014,1,2014-01-15T20:40:00.000,miércoles,6,Zona urbana,Vivienda,Masculino,18,Arma de Fuego,Violencia instrumental
2014,1,2014-01-19T12:30:00.000,domingo,7,Zona urbana,Espacio o Vía Pública,Masculino,40,Arma de Fuego,Violencia impulsiva o expresiva
2014,1,2014-01-22T06:55:00.000,miércoles,8,Zona urbana,Espacio o Vía Pública,Masculino,20,Arma Blanca,Violencia impulsiva o expresiva
2014,1,2014-01-23T20:15:00.000,jueves,8,Zona urbana,Espacio o Vía Pública,Masculino,23,Arma de Fuego,Violencia instrumental
2014,1,2014-01-27T23:55:00.000,lunes,6,Zona urbana,Otro Lugar,Masculino,28,Arma de Fuego,Violencia impulsiva o expresiva
2014,2,2014-02-01T23:55:00.000,sábado,6,Zona urbana,Espacio o Vía Pública,Masculino,23,Arma de Fuego,Violencia impulsiva o expresiva
2014,2,2014-02-05T23:59:00.000,miércoles,Rio de la Ceibas,Zona Rural,Finca o Campo Abierto,Masculino,41,Arma de Fuego,Violencia instrumental
2014,2,2014-02-09T04:10:00.000,domingo,8,Zona urbana,Espacio o Vía Pública,Masculino,35,Arma Blanca,Violencia impulsiva o expresiva
2014,2,2014-02-12T21:40:00.000,miércoles,6,Zona urbana,Espacio o Vía Pública,Masculino,21,Arma de Fuego,Violencia impulsiva o expresiva
2014,2,2014-02-16T23:00:00.000,domingo,6,Zona urbana,Espacio o Vía Pública,Masculino,31,Arma de Fuego,Violencia instrumental
2014,2,2014-02-23T03:00:00.000,domingo,6,Zona urbana,Espacio o Vía Pública,Masculino,27,Arma de Fuego,Violencia impulsiva o expresiva
2014,3,2014-03-20T07:30:00.000,jueves,7,Zona urbana,Vivienda,Femenino,27,Otra arma,Violencia impulsiva o expresiva
2014,3,2014-03-22T01:00:00.000,sábado,6,Zona urbana,Espacio o Vía Pública,Masculino,22,Arma de Fuego,Violencia impulsiva o expresiva
2014,3,2014-03-24T20:10:00.000,lunes,9,Zona urbana,Espacio o Vía Pública,Masculino,27,Arma de Fuego,Violencia impulsiva o expresiva
2014,3,2014-03-28T22:15:00.000,viernes,Fortalecillas,Zona Rural,Finca o Campo Abierto,Masculino,36,Arma Blanca,Desconocido / Por Establecer
2014,4,2014-04-20T03:20:00.000,domingo,Fortalecillas,Zona Rural,Espacio o Vía Pública,Masculino,32,Arma Blanca,Violencia impulsiva o expresiva
2014,4,2014-04-20T04:00:00.000,domingo,Aipecito,Zona Rural,Espacio o Vía Pública,Masculino,33,Arma Blanca,Violencia impulsiva o expresiva
2014,4,2014-04-21T17:00:00.000,lunes,San Luis,Zona Rural,Espacio o Vía Pública,Masculino,45,Arma de Fuego,Violencia instrumental
2014,4,2014-04-27T22:00:00.000,domingo,8,Zona urbana,Espacio o Vía Pública,Masculino,29,Arma de Fuego,Violencia impulsiva o expresiva
2014,4,2014-04-27T11:30:00.000,domingo,3,Zona urbana,Vivienda,Masculino,52,Arma de Fuego,Violencia instrumental
2014,4,2014-04-27T16:30:00.000,domingo,8,Zona urbana,Espacio o Vía Pública,Masculino,56,Arma Blanca,Violencia impulsiva o expresiva
2014,5,2014-05-03T11:20:00.000,sábado,6,Zona urbana,Espacio o Vía Pública,Masculino,20,Arma de Fuego,Violencia instrumental
2014,5,2014-05-06T07:00:00.000,martes,1,Zona urbana,Vivienda,Masculino,26,Arma de Fuego,Violencia impulsiva o expresiva
2014,5,2014-05-20T22:46:00.000,martes,6,Zona urbana,Espacio o Vía Pública,Masculino,62,Arma de Fuego,Violencia instrumental
2014,5,2014-05-27T06:15:00.000,martes,7,Zona urbana,Vivienda,Masculino,44,Arma de Fuego,Violencia instrumental
2014,6,2014-06-05T11:00:00.000,jueves,Aipecito,Zona Rural,Rio / Laguna,Masculino,25,Arma de Fuego,Desconocido / Por Establecer
2014,6,2014-06-05T00:00:11.000,jueves,Aipecito,Zona Rural,Rio / Laguna,Masculino,30,Arma de Fuego,Desconocido / Por Establecer
2014,6,2014-06-15T16:30:00.000,domingo,Vegalarga,Zona Rural,Finca o Campo Abierto,Masculino,2,Arma Blanca,Violencia impulsiva o expresiva
2014,6,2014-06-15T16:30:00.000,domingo,Vegalarga,Zona Rural,Finca o Campo Abierto,Femenino,7,Arma Blanca,Violencia impulsiva o expresiva
2014,6,2014-06-21T23:30:00.000,sábado,4,Zona urbana,Espacio o Vía Pública,Masculino,20,Arma Blanca,Violencia impulsiva o expresiva
2014,6,2014-06-21T16:10:00.000,sábado,2,Zona urbana,Espacio o Vía Pública,Masculino,28,Arma Blanca,Violencia impulsiva o expresiva
2014,6,2014-06-23T03:00:00.000,lunes,8,Zona urbana,Espacio o Vía Pública,Masculino,25,Arma de Fuego,Violencia impulsiva o expresiva
2014,7,2014-07-25T00:55:00.000,viernes,10,Zona urbana,Espacio o Vía Pública,Femenino,39,Arma Blanca,Violencia impulsiva o expresiva
2014,7,2014-07-30T19:20:00.000,miércoles,4,Zona urbana,Espacio o Vía Pública,Masculino,43,Arma de Fuego,Violencia instrumental
2014,8,2014-08-03T00:40:00.000,domingo,7,Zona urbana,Espacio o Vía Pública,Masculino,17,Arma Blanca,Violencia impulsiva o expresiva
2014,8,2014-08-11T20:34:00.000,lunes,9,Zona urbana,Espacio o Vía Pública,Masculino,36,Arma de Fuego,Violencia instrumental
2014,8,2014-08-20T16:00:00.000,miércoles,Fortalecillas,Zona Rural,Rio / Laguna,Masculino,42,Arma Blanca,Violencia impulsiva o expresiva
2014,8,2014-08-30T11:10:00.000,sábado,1,Zona urbana,Bar o similares,Masculino,35,Arma de Fuego,Violencia instrumental
2014,9,2014-09-05T05:40:00.000,viernes,6,Zona urbana,Espacio o Vía Pública,Femenino,31,Arma Contundente,Violencia impulsiva o expresiva
2014,9,2014-09-09T19:50:00.000,martes,8,Zona urbana,Espacio o Vía Pública,Masculino,22,Arma de Fuego,Violencia impulsiva o expresiva
2014,9,2014-09-14T21:30:00.000,domingo,5,Zona urbana,Espacio o Vía Pública,Masculino,25,Arma de Fuego,Violencia instrumental
2014,9,2014-09-21T00:30:00.000,domingo,4,Zona urbana,Otro Lugar,Masculino,23,Arma Blanca,Violencia impulsiva o expresiva
2014,9,2014-09-24T20:14:00.000,miércoles,6,Zona urbana,Espacio o Vía Pública,Masculino,34,Arma de Fuego,Violencia instrumental
2014,9,2014-09-27T00:00:00.000,sábado,8,Zona urbana,Rio / Laguna,Masculino,23,Arma de Fuego,Violencia instrumental
2014,9,2014-09-28T08:30:00.000,domingo,3,Zona urbana,Espacio o Vía Pública,Masculino,31,Arma Blanca,Violencia impulsiva o expresiva
2014,10,2014-10-02T22:19:00.000,jueves,8,Zona urbana,Espacio o Vía Pública,Masculino,45,Arma de Fuego,Violencia instrumental
2014,10,2014-10-14T01:20:00.000,martes,2,Zona urbana,Espacio o Vía Pública,Masculino,18,Arma de Fuego,Violencia impulsiva o expresiva
2014,10,2014-10-17T20:50:00.000,viernes,7,Zona urbana,Espacio o Vía Pública,Masculino,18,Arma de Fuego,Violencia instrumental
2014,10,2014-10-26T21:40:00.000,domingo,10,Zona urbana,Espacio o Vía Pública,Masculino,57,Arma Blanca,Violencia impulsiva o expresiva
2014,10,2014-10-31T18:00:00.000,viernes,6,Zona urbana,Espacio o Vía Pública,Femenino,16,Arma Contundente,Violencia impulsiva o expresiva
2014,11,2014-11-01T20:30:00.000,sábado,8,Zona urbana,Espacio o Vía Pública,Masculino,31,Arma de Fuego,Violencia impulsiva o expresiva
2014,11,2014-11-02T21:00:00.000,domingo,9,Zona urbana,Espacio o Vía Pública,Masculino,32,Arma Blanca,Violencia impulsiva o expresiva
2014,11,2014-11-16T00:30:00.000,domingo,6,Zona urbana,Espacio o Vía Pública,Masculino,21,Arma Blanca,Violencia impulsiva o expresiva
2014,11,2014-11-22T11:40:00.000,sábado,9,Zona urbana,Espacio o Vía Pública,Masculino,24,Arma de Fuego,Violencia impulsiva o expresiva
2014,12,2014-12-01T23:50:00.000,lunes,6,Zona urbana,Espacio o Vía Pública,Masculino,21,Arma Blanca,Violencia impulsiva o expresiva
2014,12,2014-12-09T01:54:00.000,martes,1,Zona urbana,Espacio o Vía Pública,Masculino,32,Arma Blanca,Violencia impulsiva o expresiva
2014,12,2014-12-15T17:25:00.000,lunes,8,Zona urbana,Espacio o Vía Pública,Masculino,45,Arma Blanca,Violencia impulsiva o expresiva
2014,12,2014-12-16T22:35:00.000,martes,6,Zona urbana,Vivienda,Masculino,46,Arma de Fuego,Violencia instrumental
2014,12,2014-12-21T19:00:00.000,domingo,6,Zona urbana,Espacio o Vía Pública,Masculino,18,Arma de Fuego,Desconocido / Por Establecer
2014,12,2014-12-23T21:10:00.000,martes,6,Zona urbana,Espacio o Vía Pública,Masculino,23,Arma de Fuego,Violencia instrumental
2014,12,2014-12-26T08:46:00.000,viernes,4,Zona urbana,Rio / Laguna,Masculino,35,Arma Blanca,Violencia impulsiva o expresiva
2014,12,2014-12-28T12:22:00.000,domingo,10,Zona urbana,Vivienda,Masculino,3,Arma de Fuego,Violencia impulsiva o expresiva
2014,12,2014-12-30T14:15:00.000,martes,Fortalecillas,Zona Rural,Espacio o Vía Pública,Masculino,30,Arma Blanca,Violencia impulsiva o expresiva
2014,12,2014-12-31T23:00:00.000,miércoles,10,Zona urbana,Vivienda,Femenino,31,Arma de Fuego,Violencia impulsiva o expresiva
2015,1,2015-01-09T00:21:30.000,viernes,8,Zona urbana,Espacio o Vía Pública,Masculino,39,Arma de Fuego,Desconocido / Por Establecer
2015,1,2015-01-21T00:00:51.000,miércoles,8,Zona urbana,Espacio o Vía Pública,Masculino,22,Arma de Fuego,Desconocido / Por Establecer
2015,1,2015-01-31T00:10:30.000,sábado,10,Zona urbana,Espacio o Vía Pública,Masculino,22,Arma Blanca,Desconocido / Por Establecer
2015,2,2015-02-01T00:13:21.000,domingo,2,Zona urbana,Espacio o Vía Pública,Masculino,47,Arma de Fuego,Desconocido / Por Establecer
2015,2,2015-02-02T00:09:00.000,lunes,2,Zona urbana,Vivienda,Femenino,39,Arma de Fuego,Violencia impulsiva o expresiva
2015,2,2015-02-05T00:20:00.000,jueves,6,Zona urbana,Espacio o Vía Pública,Masculino,29,Arma de Fuego,Desconocido / Por Establecer
2015,2,2015-02-06T00:18:40.000,viernes,4,Zona urbana,Espacio o Vía Pública,Masculino,65,Arma Contundente,Desconocido / Por Establecer
2015,2,2015-02-06T00:22:45.000,viernes,6,Zona urbana,Espacio o Vía Pública,Masculino,24,Arma Blanca,Violencia impulsiva o expresiva
2015,2,2015-02-10T00:21:00.000,martes,8,Zona urbana,Espacio o Vía Pública,Masculino,19,Arma de Fuego,Desconocido / Por Establecer
2015,2,2015-02-14T00:16:30.000,sábado,9,Zona urbana,Espacio o Vía Pública,Masculino,31,Arma de Fuego,Desconocido / Por Establecer
2015,2,2015-02-18T00:23:50.000,miércoles,9,Zona urbana,Espacio o Vía Pública,Masculino,30,Arma de Fuego,Desconocido / Por Establecer
2015,2,2015-02-25T00:00:45.000,miércoles,8,Zona urbana,Espacio o Vía Pública,Masculino,18,Arma de Fuego,Desconocido / Por Establecer
2015,2,2015-02-28T00:15:40.000,sábado,8,Zona urbana,Espacio o Vía Pública,Masculino,37,Arma de Fuego,Desconocido / Por Establecer
2015,3,2015-03-01T00:03:19.000,domingo,9,Zona urbana,Espacio o Vía Pública,Masculino,22,Arma Blanca,Violencia impulsiva o expresiva
2015,3,2015-03-01T00:00:00.000,domingo,4,Zona urbana,Espacio o Vía Pública,Masculino,65,Arma Contundente,Desconocido / Por Establecer
2015,3,2015-03-09T19:30:00.000,lunes,8,Zona urbana,Espacio o Vía Pública,Masculino,21,Arma de Fuego,Desconocido / Por Establecer
2015,3,2015-03-09T20:45:00.000,lunes,5,Zona urbana,Espacio o Vía Pública,Masculino,26,Arma de Fuego,Desconocido / Por Establecer
2015,3,2015-03-12T08:00:00.000,jueves,Aipecito,Zona Rural,Finca o Campo Abierto,Masculino,33,Arma de Fuego,Violencia instrumental
2015,3,2015-03-12T08:00:00.000,jueves,Aipecito,Zona Rural,Finca o Campo Abierto,Masculino,35,Arma de Fuego,Violencia instrumental
2015,3,2015-03-12T08:00:00.000,jueves,Aipecito,Zona Rural,Finca o Campo Abierto,Masculino,45,Arma de Fuego,Violencia instrumental
2015,3,2015-03-14T23:00:00.000,sábado,8,Zona urbana,Espacio o Vía Pública,Masculino,19,Arma de Fuego,Violencia impulsiva o expresiva
2015,3,2015-03-14T21:45:00.000,sábado,9,Zona urbana,Espacio o Vía Pública,Masculino,44,Arma de Fuego,Violencia impulsiva o expresiva
2015,3,2015-03-22T18:30:00.000,domingo,6,Zona urbana,Espacio o Vía Pública,Masculino,14,Arma de Fuego,Desconocido / Por Establecer
2015,3,2015-03-27T15:00:00.000,viernes,8,Zona urbana,Otro Lugar,Masculino,16,Arma de Fuego,Desconocido / Por Establecer
2015,4,2015-04-05T21:00:00.000,domingo,3,Zona urbana,Espacio o Vía Pública,Masculino,50,Arma de Fuego,Desconocido / Por Establecer
2015,4,2015-04-12T23:00:00.000,domingo,10,Zona urbana,Espacio o Vía Pública,Masculino,24,Arma de Fuego,Violencia impulsiva o expresiva
2015,4,2015-04-20T13:00:00.000,lunes,6,Zona urbana,Espacio o Vía Pública,Masculino,35,Estrangulación /Asfixia,Desconocido / Por Establecer
2015,4,2015-04-26T01:30:00.000,domingo,3,Zona urbana,Espacio o Vía Pública,Masculino,28,Arma de Fuego,Violencia impulsiva o expresiva
2015,5,2015-05-16T10:00:00.000,sábado,4,Zona urbana,Bar o similares,Femenino,41,Arma Blanca,Violencia impulsiva o expresiva
2015,5,2015-05-23T21:00:00.000,sábado,8,Zona urbana,Vivienda,Masculino,10,Arma Contundente,Violencia impulsiva o expresiva
2015,5,2015-05-24T18:30:00.000,domingo,Vegalarga,Zona Rural,Espacio o Vía Pública,Masculino,15,Arma Blanca,Violencia impulsiva o expresiva
2015,5,2015-05-24T17:00:00.000,domingo,El Caguán,Zona Rural,Espacio o Vía Pública,Masculino,28,Arma de Fuego,Violencia impulsiva o expresiva
2015,5,2015-05-28T02:13:00.000,jueves,9,Zona urbana,Vivienda,Masculino,4,Envenenamiento,Violencia impulsiva o expresiva
2015,5,2015-05-29T21:30:00.000,viernes,Chapinero,Zona Rural,Espacio o Vía Pública,Masculino,31,Arma de Fuego,Violencia instrumental
2015,5,2015-05-30T06:05:00.000,sábado,6,Zona urbana,Espacio o Vía Pública,Masculino,62,Arma de Fuego,Violencia instrumental
2015,5,2015-05-31T00:17:00.000,domingo,6,Zona urbana,Bar o similares,Masculino,46,Arma Blanca,Violencia impulsiva o expresiva
2015,6,2015-06-06T07:00:00.000,sábado,Aipecito,Zona urbana,Espacio o Vía Pública,Masculino,21,Arma de Fuego,Violencia instrumental
2015,6,2015-06-07T01:25:00.000,domingo,2,Zona urbana,Espacio o Vía Pública,Masculino,17,Arma Blanca,Violencia impulsiva o expresiva
2015,6,2015-06-15T21:00:00.000,lunes,4,Zona urbana,Espacio o Vía Pública,Masculino,23,Arma Blanca,Violencia impulsiva o expresiva
2015,6,2015-06-16T20:30:00.000,martes,6,Zona urbana,Espacio o Vía Pública,Femenino,54,Arma de Fuego,Violencia impulsiva o expresiva
2015,6,2015-06-22T18:35:00.000,lunes,9,Zona urbana,Espacio o Vía Pública,Masculino,58,Arma Blanca,Violencia impulsiva o expresiva
2015,7,2015-07-05T21:30:00.000,domingo,9,Zona urbana,Espacio o Vía Pública,Masculino,26,Arma de Fuego,Desconocido / Por Establecer
2015,7,2015-07-09T16:00:00.000,jueves,8,Zona urbana,Espacio o Vía Pública,Masculino,18,Arma Blanca,Violencia instrumental
2015,7,2015-07-13T12:50:00.000,lunes,9,Zona urbana,Vivienda,Masculino,36,Arma Blanca,Violencia impulsiva o expresiva
2015,8,2015-08-09T05:30:00.000,domingo,6,Zona urbana,Espacio o Vía Pública,Masculino,27,Arma Blanca,Violencia impulsiva o expresiva
2015,8,2015-08-14T20:30:00.000,viernes,1,Zona urbana,Otro Lugar,Masculino,20,Arma de Fuego,Violencia instrumental
2015,8,2015-08-27T12:00:00.000,jueves,6,Zona urbana,Vivienda,Masculino,24,Arma de Fuego,Violencia instrumental
2015,9,2015-09-20T17:40:00.000,domingo,1,Zona urbana,Espacio o Vía Pública,Masculino,25,Arma Blanca,Violencia impulsiva o expresiva
2015,9,2015-09-25T17:50:00.000,viernes,10,Zona urbana,Espacio o Vía Pública,Masculino,17,Arma Contundente,Violencia impulsiva o expresiva
2015,9,2015-09-26T19:10:00.000,sábado,6,Zona urbana,Espacio o Vía Pública,Masculino,21,Arma de Fuego,Violencia instrumental
2015,9,2015-09-29T20:20:00.000,martes,4,Zona urbana,Espacio o Vía Pública,Masculino,32,Arma de Fuego,Desconocido / Por Establecer
2015,10,2015-10-05T10:00:00.000,lunes,7,Zona urbana,Espacio o Vía Pública,Femenino,23,Arma de Fuego,Violencia instrumental
2015,10,2015-10-10T20:30:00.000,sábado,9,Zona urbana,Espacio o Vía Pública,Masculino,24,Arma Blanca,Violencia impulsiva o expresiva
2015,10,2015-10-27T06:45:00.000,martes,7,Zona urbana,Espacio o Vía Pública,Masculino,25,Arma de Fuego,Violencia instrumental
2015,11,2015-11-02T06:00:00.000,lunes,8,Zona urbana,Espacio o Vía Pública,Masculino,14,Arma Blanca,Violencia impulsiva o expresiva
2015,11,2015-11-27T02:15:00.000,viernes,8,Zona urbana,Espacio o Vía Pública,Masculino,29,Arma de Fuego,Violencia instrumental
2015,11,2015-11-29T00:40:00.000,domingo,8,Zona urbana,Vivienda,Femenino,20,Arma de Fuego,Violencia impulsiva o expresiva
2015,12,2015-12-11T22:40:00.000,viernes,10,Zona urbana,Espacio o Vía Pública,Femenino,41,Arma Blanca,Violencia instrumental
2015,12,2015-12-11T14:00:00.000,viernes,2,Zona urbana,Vivienda,Masculino,59,Arma de Fuego,Violencia impulsiva o expresiva
2015,12,2015-12-13T13:00:00.000,domingo,8,Zona urbana,Espacio o Vía Pública,Masculino,32,Arma de Fuego,Violencia instrumental
2015,12,2015-12-19T20:50:00.000,sábado,6,Zona urbana,Espacio o Vía Pública,Masculino,19,Arma de Fuego,Violencia instrumental
2015,12,2015-12-25T19:30:00.000,viernes,4,Zona urbana,Espacio o Vía Pública,Masculino,0,Arma Blanca,Violencia impulsiva o expresiva
2015,12,2015-12-28T20:40:00.000,lunes,6,Zona urbana,Espacio o Vía Pública,Masculino,16,Arma de Fuego,Violencia instrumental
2016,1,2016-01-03T11:35:00.000,domingo,10,Zona urbana,Espacio o Vía Pública,Masculino,17,Arma Blanca,Violencia impulsiva o expresiva
2016,1,2016-01-06T19:00:00.000,miércoles,Guacirco,Zona urbana,Finca o Campo Abierto,Masculino,61,Arma de Fuego,Violencia instrumental
2016,1,2016-01-15T00:01:00.000,viernes,8,Zona urbana,Finca o Campo Abierto,Masculino,26,Arma Blanca,Desconocido / Por Establecer
2016,1,2016-01-16T17:30:00.000,sábado,10,Zona urbana,Espacio o Vía Pública,Masculino,23,Arma de Fuego,Violencia impulsiva o expresiva
2016,1,2016-01-16T22:30:00.000,sábado,8,Zona urbana,Espacio o Vía Pública,Masculino,29,Arma de Fuego,Desconocido / Por Establecer
2016,1,2016-01-21T21:30:00.000,jueves,2,Zona urbana,Casa,Femenino,53,Arma Blanca,Desconocido / Por Establecer
2016,1,2016-01-24T03:30:00.000,domingo,6,Zona urbana,Espacio o Vía Pública,Masculino,26,Arma de Fuego,Violencia impulsiva o expresiva
2016,1,2016-01-24T10:55:00.000,domingo,9,Zona urbana,Casa,Masculino,39,Arma Blanca,Violencia impulsiva o expresiva
2016,1,2016-01-25T13:20:00.000,lunes,6,Zona urbana,Bar o similares,Masculino,36,Arma Blanca,Violencia impulsiva o expresiva
2016,1,2016-01-28T01:00:00.000,jueves,6,Zona urbana,Espacio o Vía Pública,Masculino,34,Arma Blanca,Desconocido / Por Establecer
2016,1,2016-01-31T00:30:00.000,domingo,10,Zona urbana,Espacio o Vía Pública,Masculino,29,Arma de Fuego,Desconocido / Por Establecer
2016,2,2016-02-02T01:20:00.000,martes,8,Zona urbana,Casa,Masculino,26,Explosivos,Violencia instrumental
2016,2,2016-02-09T20:30:00.000,martes,10,Zona urbana,Espacio o Vía Pública,Masculino,29,Arma de Fuego,Violencia instrumental
2016,2,2016-02-11T19:30:00.000,jueves,El Caguán,Zona Rural,Espacio o Vía Pública,Masculino,19,Arma de Fuego,Violencia impulsiva o expresiva
2016,2,2016-02-14T03:00:00.000,domingo,10,Zona urbana,Casa,Masculino,27,Estrangulación /Asfixia,Desconocido / Por Establecer
2016,2,2016-02-15T13:30:00.000,lunes,6,Zona urbana,Lugar de Trabajo,Masculino,52,Arma Blanca,Violencia impulsiva o expresiva
2016,2,2016-02-21T19:25:00.000,domingo,10,Zona urbana,Espacio o Vía Pública,Masculino,29,Arma de Fuego,Violencia instrumental
2016,2,2016-02-21T19:25:00.000,domingo,10,Zona urbana,Espacio o Vía Pública,Masculino,38,Arma de Fuego,Violencia instrumental
2016,3,2016-03-05T18:45:00.000,sábado,9,Zona urbana,Espacio o Vía Pública,Masculino,55,Arma Blanca,Violencia impulsiva o expresiva
2016,3,2016-03-14T20:00:00.000,lunes,6,Zona urbana,Espacio o Vía Pública,Masculino,27,Arma de Fuego,Violencia impulsiva o expresiva
2016,3,2016-03-21T20:10:00.000,lunes,9,Zona urbana,Espacio o Vía Pública,Masculino,18,Arma de Fuego,Violencia impulsiva o expresiva
2016,3,2016-03-31T18:30:00.000,jueves,El Caguán,Zona Rural,Espacio o Vía Pública,Masculino,17,Arma Blanca,Violencia impulsiva o expresiva
2016,4,2016-04-10T01:40:00.000,domingo,El Caguán,Zona Rural,Espacio o Vía Pública,Masculino,25,Arma de Fuego,Desconocido / Por Establecer
2016,5,2016-05-19T18:25:00.000,jueves,7,Zona urbana,Espacio o Vía Pública,Masculino,21,Arma de Fuego,Desconocido / Por Establecer
2016,5,2016-05-20T14:30:00.000,viernes,8,Zona urbana,Rio / Laguna,Masculino,42,Arma de Fuego,Desconocido / Por Establecer
2016,5,2016-05-20T19:45:00.000,viernes,8,Zona urbana,Espacio o Vía Pública,Masculino,33,Arma de Fuego,Violencia impulsiva o expresiva
2016,5,2016-05-22T12:10:00.000,domingo,Fortalecillas,Zona Rural,Espacio o Vía Pública,Masculino,29,Arma Blanca,Violencia impulsiva o expresiva
2016,5,2016-05-22T22:00:00.000,domingo,10,Zona urbana,Espacio o Vía Pública,Masculino,17,Arma de Fuego,Desconocido / Por Establecer
2016,5,2016-05-22T21:40:00.000,domingo,9,Zona urbana,Espacio o Vía Pública,Masculino,32,Arma Blanca,Violencia impulsiva o expresiva
2016,5,2016-05-30T12:20:00.000,lunes,San Luis,Zona Rural,Casa,Masculino,22,Arma Blanca,Violencia impulsiva o expresiva
2016,6,2016-06-01T05:15:00.000,miércoles,8,Zona urbana,Espacio o Vía Pública,Masculino,29,Arma de Fuego,Violencia impulsiva o expresiva
2016,6,2016-06-04T17:30:00.000,sábado,El Caguán,Zona Rural,Espacio o Vía Pública,Masculino,57,Arma de Fuego,Desconocido / Por Establecer
2016,6,2016-06-29T15:20:00.000,miércoles,4,Zona urbana,Casa,Femenino,49,Arma Blanca,Violencia impulsiva o expresiva
